c	BiosampleID	BiosampleName	AggregatedBiosampleName	AggregatedBiosampleID	BiosampleType	Age	AgeUnit	Lifestage	Sex
Kidney	11598-120H5	Renal Mesangial Cells, donor2	Renal Mesangial Cells	State_311	primary cell	unknown		unknown	unknown
Kidney	11679-122H5	Renal Mesangial Cells, donor3	Renal Mesangial Cells	State_311	primary cell	unknown		unknown	unknown
Kidney	10017-101C8	kidney, adult, pool1	kidney, adult	State_312	tissue	60,62,63 	year	adult	female
Kidney	10045-101F9	kidney, fetal, pool1	kidney, fetal	State_313	tissue	12-31	week	embryonic	mixed
Liver	11524-119I3	Hepatic Stellate Cells (lipocyte), donor1	Hepatic Stellate Cells (lipocyte)	State_314	primary cell	unknown		unknown	unknown
Liver	11604-120I2	Hepatic Stellate Cells (lipocyte), donor2	Hepatic Stellate Cells (lipocyte)	State_314	primary cell	unknown		unknown	unknown
Liver	11685-122I2	Hepatic Stellate Cells (lipocyte), donor3	Hepatic Stellate Cells (lipocyte)	State_314	primary cell	unknown		unknown	unknown
Liver	11523-119I2	Hepatocyte, donor1	Hepatocyte	State_315	primary cell	unknown		unknown	unknown
Liver	11603-120I1	Hepatocyte, donor2	Hepatocyte	State_315	primary cell	unknown		unknown	unknown
Liver	11684-122I1	Hepatocyte, donor3	Hepatocyte	State_315	primary cell	unknown		unknown	unknown
Liver	10018-101C9	liver, adult, pool1	liver, adult	State_316	tissue	64,69,70 	year	adult	mixed
Liver	10086-102B5	liver, fetal, pool1	liver, fetal	State_317	tissue	22-40	week	embryonic	mixed
Lung	10019-101D1	lung, adult, pool1	lung, adult	State_318	tissue	46,65,94 	year	adult	mixed
Lung	10068-101I5	lung, fetal, donor1	lung, fetal	State_319	tissue	40	week	embryonic	male
Lung	10075-102A3	lung, right lower lobe, adult, donor1	lung, right lower lobe, adult	State_320	tissue	29	year	adult	male
Lymphatic	10821-111C2	B lymphoblastoid cell line: GM12878 ENCODE, biol_rep1	B lymphoblastoid cell line	State_321	cell line	unknown		unknown	female
Lymphatic	10822-111C3	B lymphoblastoid cell line: GM12878 ENCODE, biol_rep2	B lymphoblastoid cell line	State_321	cell line	unknown		unknown	female
Lymphatic	10823-111C4	B lymphoblastoid cell line: GM12878 ENCODE, biol_rep3	B lymphoblastoid cell line	State_321	cell line	unknown		unknown	female
Lymphatic	10077-102A5	lymph node, adult, donor1	lymph node, adult	State_322	tissue	30	year	adult	male
Lymphatic	10047-101G2	tonsil, adult, pool1	tonsil, adult	State_323	tissue	22-61 	year	adult	mixed
Mesench	10568-108B1	mesenchymal stem cell line:Hu5/E18	mesenchymal stem cell line	State_324	cell line	42	year	adult	female
Mesench	10813-111B3	normal embryonic palatal mesenchymal cell line:HEPM	normal embryonic palatal mesenchymal cell line	State_325	cell line	unknown		embryonic	female
Mesench	11747-123G1	mesenchymal precursor cell - adipose, donor1	mesenchymal precursor cell - adipose	State_326	primary cell	unknown		unknown	unknown
Mesench	11748-123G2	mesenchymal precursor cell - adipose, donor2	mesenchymal precursor cell - adipose	State_326	primary cell	unknown		unknown	unknown
Mesench	11749-123G3	mesenchymal precursor cell - adipose, donor3	mesenchymal precursor cell - adipose	State_326	primary cell	unknown		unknown	unknown
Mesench	11750-123G4	mesenchymal precursor cell - bone marrow, donor1	mesenchymal precursor cell - bone marrow	State_327	primary cell	unknown		unknown	unknown
Mesench	11751-123G5	mesenchymal precursor cell - bone marrow, donor2	mesenchymal precursor cell - bone marrow	State_327	primary cell	unknown		unknown	unknown
Mesench	11840-124H4	mesenchymal precursor cell - bone marrow, donor3	mesenchymal precursor cell - bone marrow	State_327	primary cell	unknown		unknown	unknown
Mesench	11752-123G6	mesenchymal precursor cell - cardiac, donor1	mesenchymal precursor cell - cardiac	State_328	primary cell	unknown		unknown	unknown
Mesench	11753-123G7	mesenchymal precursor cell - cardiac, donor2	mesenchymal precursor cell - cardiac	State_328	primary cell	unknown		unknown	unknown
Mesench	11754-123G8	mesenchymal precursor cell - cardiac, donor3	mesenchymal precursor cell - cardiac	State_328	primary cell	unknown		unknown	unknown
Mesench	11755-123G9	mesenchymal precursor cell - cardiac, donor4	mesenchymal precursor cell - cardiac	State_328	primary cell	unknown		unknown	unknown
Mesench	11756-123H1	mesenchymal precursor cell - ovarian cancer left ovary, donor1	mesenchymal precursor cell - ovarian cancer left ovary	State_329	primary cell	unknown		unknown	unknown
Mesench	11833-124G6	mesenchymal precursor cell - ovarian cancer left ovary, donor2	mesenchymal precursor cell - ovarian cancer left ovary	State_329	primary cell	unknown		unknown	unknown
Mesench	11760-123H5	mesenchymal precursor cell - ovarian cancer left ovary, donor3	mesenchymal precursor cell - ovarian cancer left ovary	State_329	primary cell	unknown		unknown	unknown
Mesench	11836-124G9	mesenchymal precursor cell - ovarian cancer left ovary, donor4	mesenchymal precursor cell - ovarian cancer left ovary	State_329	primary cell	unknown		unknown	unknown
Mesench	11758-123H3	mesenchymal precursor cell - ovarian cancer metastasis, donor1	mesenchymal precursor cell - ovarian cancer metastasis	State_330	primary cell	unknown		unknown	unknown
Mesench	11835-124G8	mesenchymal precursor cell - ovarian cancer metastasis, donor2	mesenchymal precursor cell - ovarian cancer metastasis	State_330	primary cell	unknown		unknown	unknown
Mesench	11762-123H7	mesenchymal precursor cell - ovarian cancer metastasis, donor3	mesenchymal precursor cell - ovarian cancer metastasis	State_330	primary cell	unknown		unknown	unknown
Mesench	11838-124H2	mesenchymal precursor cell - ovarian cancer metastasis, donor4	mesenchymal precursor cell - ovarian cancer metastasis	State_330	primary cell	unknown		unknown	unknown
Mesench	11757-123H2	mesenchymal precursor cell - ovarian cancer right ovary, donor1	mesenchymal precursor cell - ovarian cancer right ovary	State_331	primary cell	unknown		unknown	unknown
Mesench	11759-123H4	mesenchymal precursor cell - ovarian cancer right ovary, donor2	mesenchymal precursor cell - ovarian cancer right ovary	State_331	primary cell	unknown		unknown	unknown
Mesench	11842-124H6	mesenchymal precursor cell - ovarian cancer right ovary, donor3 (SOC-57-02-G)	mesenchymal precursor cell - ovarian cancer right ovary	State_331	primary cell	unknown		unknown	unknown
Mesench	11761-123H6	mesenchymal precursor cell - ovarian cancer right ovary, donor3 (SOC-57-02)	mesenchymal precursor cell - ovarian cancer right ovary	State_331	primary cell	unknown		unknown	unknown
Mesench	11837-124H1	mesenchymal precursor cell - ovarian cancer right ovary, donor4	mesenchymal precursor cell - ovarian cancer right ovary	State_331	primary cell	unknown		unknown	unknown
Mesench	11217-116B2	Mesenchymal stem cells - adipose, donor0	Mesenchymal stem cells - adipose	State_332	primary cell	unknown		unknown	unknown
Mesench	11537-120A7	Mesenchymal Stem Cells - adipose, donor1	Mesenchymal stem cells - adipose	State_332	primary cell	unknown		unknown	unknown
Mesench	11617-122A6	Mesenchymal Stem Cells - adipose, donor2	Mesenchymal stem cells - adipose	State_332	primary cell	unknown		unknown	unknown
Mesench	11698-123A6	Mesenchymal Stem Cells - adipose, donor3	Mesenchymal stem cells - adipose	State_332	primary cell	unknown		unknown	unknown
Mesench	11547-120B8	Mesenchymal Stem Cells - amniotic membrane, donor1	Mesenchymal stem cells - amniotic membrane	State_333	primary cell	unknown		embryonic	female
Mesench	11627-122B7	Mesenchymal Stem Cells - amniotic membrane, donor2	Mesenchymal stem cells - amniotic membrane	State_333	primary cell	unknown		unknown	female
Mesench	11536-120A6	Mesenchymal Stem Cells - bone marrow, donor1	Mesenchymal stem cells - bone marrow	State_334	primary cell	unknown		unknown	unknown
Mesench	11616-122A5	Mesenchymal Stem Cells - bone marrow, donor2	Mesenchymal stem cells - bone marrow	State_334	primary cell	unknown		unknown	unknown
Mesench	11697-123A5	Mesenchymal Stem Cells - bone marrow, donor3	Mesenchymal stem cells - bone marrow	State_334	primary cell	unknown		unknown	unknown
Mesench	11464-119B6	Mesenchymal Stem Cells - bone marrow, donor4	Mesenchymal stem cells - bone marrow	State_334	primary cell	unknown		unknown	unknown
Mesench	11218-116B3	Mesenchymal stem cells - hepatic, donor0	Mesenchymal stem cells - hepatic	State_335	primary cell	unknown		unknown	unknown
Mesench	11538-120A8	Mesenchymal Stem Cells - hepatic, donor1	Mesenchymal stem cells - hepatic	State_335	primary cell	unknown		unknown	unknown
Mesench	11618-122A7	Mesenchymal Stem Cells - hepatic, donor2	Mesenchymal stem cells - hepatic	State_335	primary cell	unknown		unknown	unknown
Mesench	11214-116A8	Mesenchymal stem cells - umbilical, donor0	Mesenchymal stem cells - umbilical	State_336	primary cell	unknown		unknown	unknown
Mesench	11539-120A9	Mesenchymal Stem Cells - umbilical, donor1	Mesenchymal stem cells - umbilical	State_336	primary cell	unknown		unknown	unknown
Mesench	11619-122A8	Mesenchymal Stem Cells - umbilical, donor2	Mesenchymal stem cells - umbilical	State_336	primary cell	unknown		unknown	unknown
Mesench	11700-123A8	Mesenchymal Stem Cells - umbilical, donor3	Mesenchymal stem cells - umbilical	State_336	primary cell	unknown		unknown	unknown
Mesench	11219-116B4	Mesenchymal Stem Cells - Vertebral, donor1	Mesenchymal Stem Cells - Vertebral	State_337	primary cell	unknown		unknown	unknown
Mesench	11548-120B9	Mesenchymal Stem Cells - Wharton's Jelly, donor1	Mesenchymal stem cells - Wharton's Jelly	State_338	primary cell	unknown		embryonic	female
Muscle	11282-116I4	Skeletal muscle cells differentiated into Myotubes - multinucleated, donor1	Skeletal muscle cells differentiated into Myotubes - multinucleated	State_339	primary cell	22	week	embryonic	unknown
Muscle	11359-117H9	Skeletal muscle cells differentiated into Myotubes - multinucleated, donor2	Skeletal muscle cells differentiated into Myotubes - multinucleated	State_339	primary cell	22	week	embryonic	female
Muscle	11431-118G9	Skeletal muscle cells differentiated into Myotubes - multinucleated, donor3	Skeletal muscle cells differentiated into Myotubes - multinucleated	State_339	primary cell	16	week	embryonic	female
Muscle	11281-116I3	Skeletal Muscle Cells, donor1	Skeletal Muscle Cells	State_340	primary cell	22	week	embryonic	unknown
Muscle	11358-117H8	Skeletal Muscle Cells, donor2	Skeletal Muscle Cells	State_340	primary cell	20	week	embryonic	female
Muscle	11430-118G8	Skeletal Muscle Cells, donor3	Skeletal Muscle Cells	State_340	primary cell	21	week	embryonic	male
Muscle	11451-119A2	Skeletal Muscle Cells, donor4	Skeletal Muscle Cells	State_340	primary cell	unknown		embryonic	unknown
Muscle	11455-119A6	Skeletal Muscle Cells, donor5	Skeletal Muscle Cells	State_340	primary cell	unknown		embryonic	unknown
Muscle	11459-119B1	Skeletal Muscle Cells, donor6	Skeletal Muscle Cells	State_340	primary cell	unknown		embryonic	unknown
Muscle	11240-116D7	Skeletal Muscle Satellite Cells, donor1	Skeletal Muscle Satellite Cells	State_341	primary cell	unknown		embryonic	unknown
Muscle	11321-117D7	Skeletal Muscle Satellite Cells, donor2	Skeletal Muscle Satellite Cells	State_341	primary cell	unknown		embryonic	unknown
Muscle	11397-118D2	Skeletal Muscle Satellite Cells, donor3	Skeletal Muscle Satellite Cells	State_341	primary cell	unknown		embryonic	unknown
Muscle	10292-104G4	achilles tendon, donor2	achilles tendon	State_342	tissue	unknown		unknown	male
Muscle	10282-104F3	skeletal muscle - soleus muscle, donor1	skeletal muscle - soleus muscle	State_343	tissue	unknown		unknown	male
Muscle	10023-101D5	skeletal muscle, adult, pool1	skeletal muscle, adult	State_344	tissue	55,79,79 	year	adult	mixed
Muscle	10066-101I3	skeletal muscle, fetal, donor1	skeletal muscle, fetal	State_345	tissue	22	week	embryonic	male
Muscle	10203-103F5	tongue, adult	tongue, adult	State_346	tissue	28	year	adult	male
Muscle	10059-101H5	tongue, fetal, donor1	tongue, fetal	State_347	tissue	32	week	embryonic	female
Myosat	11525-119I4	Cardiac Myocyte, donor1	Cardiac Myocyte	State_348	primary cell	unknown		unknown	unknown
Myosat	11605-120I3	Cardiac Myocyte, donor2	Cardiac Myocyte	State_348	primary cell	unknown		unknown	unknown
Myosat	11686-122I3	Cardiac Myocyte, donor3	Cardiac Myocyte	State_348	primary cell	unknown		unknown	unknown
Myosat	11241-116D8	Myoblast, donor1	Myoblast	State_349	primary cell	58	week	embryonic	female
Myosat	11322-117D8	Myoblast, donor2	Myoblast	State_349	primary cell	21	year	adult	male
Myosat	11398-118D3	Myoblast, donor3	Myoblast	State_349	primary cell	59	year	adult	female
Other	10808-111A7	hereditary spherocytic anemia cell line:WIL2-NS	hereditary spherocytic anemia cell line	State_350	cell line	5	year	child	male
Other	10569-108B2	leiomyoma cell line:10964C	leiomyoma cell line	State_351	cell line	unknown		unknown	female
Other	10570-108B3	leiomyoma cell line:15242A	leiomyoma cell line	State_351	cell line	unknown		unknown	female
Other	10571-108B4	leiomyoma cell line:15425	leiomyoma cell line	State_351	cell line	unknown		unknown	female
Other	10694-109G1	tridermal teratoma cell line:HGRT	tridermal teratoma cell line	State_352	cell line	3	month	child	female
Other	10563-108A5	xeroderma pigentosum b cell line:XPL 17	xeroderma pigentosum b cell line	State_353	cell line	5	year	child	female
Other	11271-116H2	Hair Follicle Dermal Papilla Cells, donor1	Hair Follicle Dermal Papilla Cells	State_354	primary cell	28	year	adult	male
Other	11348-117G7	Hair Follicle Dermal Papilla Cells, donor2	Hair Follicle Dermal Papilla Cells	State_354	primary cell	51	year	adult	female
Other	11420-118F7	Hair Follicle Dermal Papilla Cells, donor3	Hair Follicle Dermal Papilla Cells	State_354	primary cell	36	year	adult	female
Other	11504-119G1	Hair Follicle Outer Root Sheath Cells, donor1	Hair Follicle Outer Root Sheath Cells	State_355	primary cell	unknown		unknown	unknown
Other	11584-120F9	Hair Follicle Outer Root Sheath Cells, donor2	Hair Follicle Outer Root Sheath Cells	State_355	primary cell	unknown		unknown	unknown
Other	11929-125I3	Mallassez-derived cells, donor2	Mallassez-derived cells	State_356	primary cell	29	year	adult	female
Other	11930-125I4	Mallassez-derived cells, donor3	Mallassez-derived cells	State_356	primary cell	18	year	adult	male
Other	10190-103E1	artery, adult	artery, adult	State_357	tissue	27	year	adult	male
Other	10000-101A1	Clontech Human Universal Reference Total RNA, pool1	Clontech Human Universal Reference Total RNA	State_358	tissue	unknown		unknown	mixed
Other	10069-101I6	diaphragm, fetal, donor1	diaphragm, fetal	State_359	tissue	36	week	embryonic	male
Other	10301-104H4	Fingernail (including nail plate, eponychium and hyponychium), donor2	Fingernail	State_360	tissue	unknown		unknown	male
Other	10002-101A5	SABiosciences XpressRef Human Universal Total RNA, pool1	SABiosciences XpressRef Human Universal Total RNA	State_361	tissue	unknown		unknown	mixed
Other	10029-101E2	trachea, adult, pool1	trachea, adult	State_362	tissue	59,72,78 	year	adult	mixed
Other	10058-101H4	trachea, fetal, donor1	trachea, fetal	State_363	tissue	29	week	embryonic	male
Other	10007-101B4	Universal RNA - Human Normal Tissues Biochain, pool1	Universal RNA - Human Normal Tissues Biochain	State_364	tissue	34-76	year	adult	mixed
Other	10191-103E2	vein, adult	vein, adult	State_365	tissue	24	year	adult	male
Pancreas	10604-108F1	embryonic pancreas cell line:1B2C6	embryonic pancreas cell line	State_366	cell line	19	week	embryonic	unknown
Pancreas	10605-108F2	embryonic pancreas cell line:1C3D3	embryonic pancreas cell line	State_366	cell line	19	week	embryonic	unknown
Pancreas	10606-108F3	embryonic pancreas cell line:1C3IKEI	embryonic pancreas cell line	State_366	cell line	19	week	embryonic	unknown
Pancreas	10603-108E9	embryonic pancreas cell line:2C6	embryonic pancreas cell line	State_366	cell line	19	week	embryonic	unknown
Pancreas	10049-101G4	pancreas, adult, donor1	pancreas, adult	State_367	tissue	52	year	adult	male
Placenta & EEM	12235-129G3	amniotic membrane cells, donor1	amniotic membrane cells	State_368	primary cell	unknown		unknown	unknown
Placenta & EEM	12236-129G4	amniotic membrane cells, donor2	amniotic membrane cells	State_368	primary cell	unknown		unknown	unknown
Placenta & EEM	12237-129G5	amniotic membrane cells, donor3	amniotic membrane cells	State_368	primary cell	unknown		unknown	unknown
Placenta & EEM	12238-129G6	chorionic membrane cells, donor1	chorionic membrane cells	State_369	primary cell	unknown		unknown	unknown
Placenta & EEM	12239-129G7	chorionic membrane cells, donor2	chorionic membrane cells	State_369	primary cell	unknown		unknown	unknown
Placenta & EEM	12240-129G8	chorionic membrane cells, donor3	chorionic membrane cells	State_369	primary cell	unknown		unknown	unknown
Placenta & EEM	11549-120C1	Multipotent Cord Blood Unrestricted Somatic Stem Cells, donor1	Multipotent Cord Blood Unrestricted Somatic Stem Cells	State_370	primary cell	unknown		embryonic	female
Placenta & EEM	11629-122B9	Multipotent Cord Blood Unrestricted Somatic Stem Cells, donor2	Multipotent Cord Blood Unrestricted Somatic Stem Cells	State_370	primary cell	unknown		unknown	female
Placenta & EEM	10021-101D3	placenta, adult, pool1	placenta, adult	State_371	tissue	unknown	year	adult	female
Placenta & EEM	10057-101H3	umbilical cord, fetal, donor1	umbilical cord, fetal	State_372	tissue	31	week	embryonic	male
PNS	11248-116E6	Anulus Pulposus Cell, donor1	Anulus Pulposus Cell	State_373	primary cell	unknown		unknown	unknown
PNS	11463-119B5	Anulus Pulposus Cell, donor2	Anulus Pulposus Cell	State_373	primary cell	unknown		unknown	unknown
PNS	11252-116F1	Nucleus Pulposus Cell, donor1	Nucleus Pulposus Cell	State_374	primary cell	unknown		unknown	unknown
PNS	11409-118E5	Nucleus Pulposus Cell, donor2	Nucleus Pulposus Cell	State_374	primary cell	unknown		unknown	unknown
PNS	11462-119B4	Nucleus Pulposus Cell, donor3	Nucleus Pulposus Cell	State_374	primary cell	unknown		unknown	unknown
PNS	11499-119F5	Perineurial Cells, donor1	Perineurial Cells	State_375	primary cell	unknown		unknown	unknown
PNS	11579-120F4	Perineurial Cells, donor2	Perineurial Cells	State_375	primary cell	unknown		unknown	unknown
PNS	11498-119F4	Schwann Cells, donor1	Schwann Cells	State_376	primary cell	unknown		unknown	unknown
PNS	11578-120F3	Schwann Cells, donor2	Schwann Cells	State_376	primary cell	unknown		unknown	unknown
PNS	11659-122F3	Schwann Cells, donor3	Schwann Cells	State_376	primary cell	unknown		unknown	unknown
PNS	10195-103E6	olfactory region, adult	olfactory region, adult	State_377	tissue	87	year	adult	female
PNS	10277-104E7	optic nerve, donor1	optic nerve	State_378	tissue	unknown		unknown	male
PNS	10181-103D1	spinal cord - adult, donor10196	spinal cord, adult	State_379	tissue	60	year	adult	female
PNS	10159-103A6	spinal cord, adult, donor10252	spinal cord, adult	State_379	tissue	76	year	adult	female
PNS	10369-105F9	spinal cord, adult, donor10258	spinal cord, adult	State_379	tissue	89	year	adult	female
PNS	10056-101H2	spinal cord, fetal, donor1	spinal cord, fetal	State_380	tissue	29	week	embryonic	female
PNS	10359-105E8	spinal cord, newborn, donor10223	spinal cord, newborn	State_381	tissue	0	year	newborn	male
Reproductive	11255-116F4	Sertoli Cells, donor1	Sertoli Cells	State_382	primary cell	23	year	adult	male
Reproductive	11333-117F1	Sertoli Cells, donor2	Sertoli Cells	State_382	primary cell	36		adult	male
Reproductive	10013-101C4	cervix, adult, pool1	cervix, adult	State_383	tissue	40,46,57,65 	year	adult	female
Reproductive	10196-103E7	ductus deferens, adult	ductus deferens, adult	State_384	tissue	24	year	adult	male
Reproductive	10197-103E8	epididymis, adult	epididymis, adult	State_385	tissue	24	year	adult	male
Reproductive	10200-103F2	penis, adult	penis, adult	State_386	tissue	29	year	adult	male
Reproductive	10022-101D4	prostate, adult, pool1	prostate, adult	State_387	tissue	73,79,93 	year	adult	male
Reproductive	10201-103F3	seminal vesicle, adult	seminal vesicle, adult	State_388	tissue	24	year	adult	male
Reproductive	10100-102D1	uterus, adult, pool1	uterus, adult	State_389	tissue	23-63 	year	adult	female
Reproductive	10055-101H1	uterus, fetal, donor1	uterus, fetal	State_390	tissue	26	week	embryonic	female
Reproductive	10204-103F6	vagina, adult	vagina, adult	State_391	tissue	68	year	adult	female
Smooth Muscle	11960-126C7	Smooth muscle cells - airway, asthmatic, donor1	Smooth muscle cells - airway	State_392	primary cell	unknown		unknown	unknown
Smooth Muscle	11961-126C8	Smooth muscle cells - airway, asthmatic, donor2	Smooth muscle cells - airway	State_392	primary cell	unknown		unknown	unknown
Smooth Muscle	11962-126C9	Smooth muscle cells - airway, asthmatic, donor3	Smooth muscle cells - airway	State_392	primary cell	unknown		unknown	unknown
Smooth Muscle	11963-126D1	Smooth muscle cells - airway, asthmatic, donor4	Smooth muscle cells - airway	State_392	primary cell	unknown		unknown	unknown
Smooth Muscle	11964-126D2	Smooth muscle cells - airway, asthmatic, donor5	Smooth muscle cells - airway	State_392	primary cell	unknown		unknown	unknown
Smooth Muscle	11965-126D3	Smooth muscle cells - airway, asthmatic, donor6	Smooth muscle cells - airway	State_392	primary cell	unknown		unknown	unknown
Smooth Muscle	11966-126D4	Smooth muscle cells - airway, control, donor1	Smooth muscle cells - airway	State_392	primary cell	unknown		unknown	unknown
Smooth Muscle	11967-126D5	Smooth muscle cells - airway, control, donor2	Smooth muscle cells - airway	State_392	primary cell	unknown		unknown	unknown
Smooth Muscle	11968-126D6	Smooth muscle cells - airway, control, donor3	Smooth muscle cells - airway	State_392	primary cell	unknown		unknown	unknown
Smooth Muscle	11969-126D7	Smooth muscle cells - airway, control, donor4	Smooth muscle cells - airway	State_392	primary cell	unknown		unknown	unknown
Smooth Muscle	11210-116A4	Smooth Muscle Cells - Aortic, donor0	Smooth Muscle Cells - Aortic	State_393	primary cell	54	year	adult	male
Smooth Muscle	11283-116I5	Smooth Muscle Cells - Aortic, donor1	Smooth Muscle Cells - Aortic	State_393	primary cell	39	year	adult	male
Smooth Muscle	11360-117I1	Smooth Muscle Cells - Aortic, donor2	Smooth Muscle Cells - Aortic	State_393	primary cell	40	year	adult	male
Smooth Muscle	11432-118H1	Smooth Muscle Cells - Aortic, donor3	Smooth Muscle Cells - Aortic	State_393	primary cell	54	year	adult	male
Smooth Muscle	11519-119H7	Smooth Muscle Cells - Bladder, donor1	Smooth Muscle Cells - Bladder	State_394	primary cell	unknown		unknown	unknown
Smooth Muscle	11284-116I6	Smooth Muscle Cells - Brachiocephalic, donor1	Smooth Muscle Cells - Brachiocephalic	State_395	primary cell	unknown		unknown	unknown
Smooth Muscle	11361-117I2	Smooth Muscle Cells - Brachiocephalic, donor2	Smooth Muscle Cells - Brachiocephalic	State_395	primary cell	unknown		unknown	unknown
Smooth Muscle	11433-118H2	Smooth Muscle Cells - Brachiocephalic, donor3	Smooth Muscle Cells - Brachiocephalic	State_395	primary cell	unknown		unknown	unknown
Smooth Muscle	11234-116D1	Smooth Muscle Cells - Brain Vascular, donor1	Smooth Muscle Cells - Brain Vascular	State_396	primary cell	unknown		embryonic	unknown
Smooth Muscle	11315-117D1	Smooth Muscle Cells - Brain Vascular, donor2	Smooth Muscle Cells - Brain Vascular	State_396	primary cell	unknown		embryonic	unknown
Smooth Muscle	11391-118C5	Smooth Muscle Cells - Brain Vascular, donor3	Smooth Muscle Cells - Brain Vascular	State_396	primary cell	unknown		embryonic	unknown
Smooth Muscle	11512-119G9	Smooth Muscle Cells - Bronchial, donor1	Smooth Muscle Cells - Bronchial	State_397	primary cell	unknown		unknown	unknown
Smooth Muscle	11592-120G8	Smooth Muscle Cells - Bronchial, donor2	Smooth Muscle Cells - Bronchial	State_397	primary cell	unknown		unknown	unknown
Smooth Muscle	11285-116I7	Smooth Muscle Cells - Carotid, donor1	Smooth Muscle Cells - Carotid	State_398	primary cell	unknown		unknown	unknown
Smooth Muscle	11362-117I3	Smooth Muscle Cells - Carotid, donor2	Smooth Muscle Cells - Carotid	State_398	primary cell	unknown		unknown	unknown
Smooth Muscle	11434-118H3	Smooth Muscle Cells - Carotid, donor3	Smooth Muscle Cells - Carotid	State_398	primary cell	unknown		unknown	unknown
Smooth Muscle	11239-116D6	Smooth Muscle Cells - Colonic, donor1	Smooth Muscle Cells - Colonic	State_399	primary cell	unknown		embryonic	unknown
Smooth Muscle	11320-117D6	Smooth Muscle Cells - Colonic, donor2	Smooth Muscle Cells - Colonic	State_399	primary cell	unknown		embryonic	unknown
Smooth Muscle	11396-118D1	Smooth Muscle Cells - Colonic, donor3	Smooth Muscle Cells - Colonic	State_399	primary cell	unknown		embryonic	unknown
Smooth Muscle	11286-116I8	Smooth Muscle Cells - Coronary Artery, donor1	Smooth Muscle Cells - Coronary Artery	State_400	primary cell	41	year	adult	female
Smooth Muscle	11363-117I4	Smooth Muscle Cells - Coronary Artery, donor2	Smooth Muscle Cells - Coronary Artery	State_400	primary cell	51	year	adult	male
Smooth Muscle	11435-118H4	Smooth Muscle Cells - Coronary Artery, donor3	Smooth Muscle Cells - Coronary Artery	State_400	primary cell	39	year	adult	male
Smooth Muscle	11508-119G5	Smooth Muscle Cells - Esophageal, donor1	Smooth Muscle Cells - Esophageal	State_401	primary cell	unknown		unknown	unknown
Smooth Muscle	11588-120G4	Smooth Muscle Cells - Esophageal, donor2	Smooth Muscle Cells - Esophageal	State_401	primary cell	unknown		unknown	unknown
Smooth Muscle	11287-116I9	Smooth Muscle Cells - Internal Thoracic Artery, donor1	Smooth Muscle Cells - Internal Thoracic Artery	State_402	primary cell	34	year	adult	female
Smooth Muscle	11364-117I5	Smooth Muscle Cells - Internal Thoracic Artery, donor2	Smooth Muscle Cells - Internal Thoracic Artery	State_402	primary cell	35	year	adult	male
Smooth Muscle	11436-118H5	Smooth Muscle Cells - Internal Thoracic Artery, donor3	Smooth Muscle Cells - Internal Thoracic Artery	State_402	primary cell	50	year	adult	male
Smooth Muscle	11509-119G6	Smooth Muscle Cells - Intestinal, donor1	Smooth Muscle Cells - Intestinal	State_403	primary cell	unknown		unknown	unknown
Smooth Muscle	11257-116F6	Smooth Muscle Cells - Prostate, donor1	Smooth Muscle Cells - Prostate	State_404	primary cell	40	year	adult	male
Smooth Muscle	11335-117F3	Smooth Muscle Cells - Prostate, donor2	Smooth Muscle Cells - Prostate	State_404	primary cell	34		adult	male
Smooth Muscle	11465-119B7	Smooth Muscle Cells - Prostate, donor3	Smooth Muscle Cells - Prostate	State_404	primary cell	unknown		unknown	male
Smooth Muscle	11288-117A1	Smooth Muscle Cells - Pulmonary Artery, donor1	Smooth Muscle Cells - Pulmonary Artery	State_405	primary cell	45	year	adult	male
Smooth Muscle	11365-117I6	Smooth Muscle Cells - Pulmonary Artery, donor2	Smooth Muscle Cells - Pulmonary Artery	State_405	primary cell	41	year	adult	female
Smooth Muscle	11437-118H6	Smooth Muscle Cells - Pulmonary Artery, donor3	Smooth Muscle Cells - Pulmonary Artery	State_405	primary cell	42	year	adult	female
Smooth Muscle	11289-117A2	Smooth Muscle Cells - Subclavian Artery, donor1	Smooth Muscle Cells - Subclavian Artery	State_406	primary cell	27	year	adult	female
Smooth Muscle	11366-117I7	Smooth Muscle Cells - Subclavian Artery, donor2	Smooth Muscle Cells - Subclavian Artery	State_406	primary cell	21	year	adult	male
Smooth Muscle	11438-118H7	Smooth Muscle Cells - Subclavian Artery, donor3	Smooth Muscle Cells - Subclavian Artery	State_406	primary cell	59	year	adult	male
Smooth Muscle	11513-119H1	Smooth Muscle Cells - Tracheal, donor1	Smooth Muscle Cells - Tracheal	State_407	primary cell	unknown		unknown	unknown
Smooth Muscle	11593-120G9	Smooth Muscle Cells - Tracheal, donor2	Smooth Muscle Cells - Tracheal	State_407	primary cell	unknown		unknown	unknown
Smooth Muscle	11674-122G9	Smooth Muscle Cells - Tracheal, donor3	Smooth Muscle Cells - Tracheal	State_407	primary cell	unknown		unknown	unknown
Smooth Muscle	11212-116A6	Smooth Muscle Cells - Umbilical artery, donor0	Smooth Muscle Cells - Umbilical Artery	State_408	primary cell	unknown		unknown	unknown
Smooth Muscle	11290-117A3	Smooth Muscle Cells - Umbilical Artery, donor1	Smooth Muscle Cells - Umbilical Artery	State_408	primary cell	unknown		newborn	female
